"budget","id","original_language","original_title","overview","popularity","release_date","revenue","runtime","status","title","vote_average","vote_count"
"0","22588","en","Radioland Murders","In 1939, WBN, a fourth radio network, is about to take to America's airwaves. As if the confusion of the premiere night wasn't enough, Penny Henderson, the owner's secretary, must deal with an unhappy sponsor, an overbearing boss and a soon-to-be ex-husband who desperately wants her back. As the broadcast begins, a mysterious voice breaks the broadcast and suddenly members of the cast turn up dead. It's up to her husband Roger, to find out whodunit as the police chase him through the halls of WBN.","8.506727","10/21/1994","0","108","Released","Radioland Murders","5.8","12"
"11000000","10872","en","The Ref","A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.","5.868677","3/9/1994","11439193","97","Released","The Ref","6.7","99"
"11500000","1245","en","The Remains of the Day","A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.","12.222576","11/5/1993","23237911","134","Released","The Remains of the Day","7.5","213"
"40000000","11858","en","Renaissance Man","Danny DeVito plays an advertising man who is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job; Teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.","4.985157","6/3/1994","24332324","128","Released","Renaissance Man","5.9","83"
"0","7007","en","Rising Sun","When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Conner and Web Smith are called in to investigate. Although Conner has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.","6.279082","7/30/1993","107198790","125","Released","Rising Sun","5.8","188"
"0","10467","en","The Road to Wellville","An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.","3.416181","10/28/1994","0","118","Released","The Road to Wellville","5.5","43"
"22000000","5550","en","RoboCop 3","The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.","8.685798","4/17/1993","10696210","104","Released","RoboCop 3","4.2","309"
"20000000","8005","en","Robin Hood: Men in Tights","Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.","17.136672","7/28/1993","35739755","104","Released","Robin Hood: Men in Tights","6.4","575"
"11500000","2088","en","Romeo Is Bleeding","A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.","9.796318","9/13/1993","3275585","100","Released","Romeo Is Bleeding","5.7","36"
"0","10412","en","Romper Stomper","Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?","5.157926","3/5/1992","0","94","Released","Romper Stomper","6.6","126"
"800000","47889","en","Ruby in Paradise","Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.","0.941994","10/8/1993","1001437","114","Released","Ruby in Paradise","5.6","10"
"12000000","14534","en","Rudy","Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.","5.914833","9/17/1993","22750363","114","Released","Rudy","7.2","187"
"0","56583","en","The Saint of Fort Washington","Matthew, a young schizophrenic, finds himself out on the street when a slumlord tears down his apartment building. Soon, he finds himself in even more dire straits, when he is threatened by Little Leroy, a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry, a streetwise combat veteran, who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness.","1.065843","11/3/1993","0","99","Released","The Saint of Fort Washington","4","5"
"0","41878","fr","Les Nuits Fauves","Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura does he come to realize his bisexuality. Jean has to overcome a personal crisis and a tough choice between Laura and his male lover Samy.","1.031556","8/19/1992","0","126","Released","Savage Nights","6.2","11"
"22000000","424","en","Schindler's List","The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.","41.725123","11/29/1993","321365567","195","Released","Schindler's List","8.3","4436"
"0","35233","en","The Scout","When his star recruit botches a Major League Baseball debut, humiliated talent scout Al Percolo (Albert Brooks) gets banished to rural Mexico, where he finds a potential gold mine in the arm of young phenom Steve Nebraska (Brendan Fraser). Soon, the Bronx Bombers put a $55 million contract on the table -- provided a psychiatrist (Dianne Wiest) can affirm Nebraska's mental stability. Watch for Yankees owner George Steinbrenner's cameo.","5.715608","9/30/1994","0","101","Released","The Scout","5.3","37"
"0","14291","en","Searching for Bobby Fischer","A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.","12.048587","8/13/1993","7266383","110","Released","Searching for Bobby Fischer","7.3","100"
"0","103413","en","Second Best","The difficult relationship between a british postal officer and his adoptive son.","0.882596","9/30/1994","0","105","Released","Second Best","5.9","8"
"0","11236","en","The Secret Garden","A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and neglected. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.","6.499523","8/13/1993","0","102","Released","The Secret Garden","7.1","232"
